rpm,V_mph,J,Pe,Ct,Cp,Pwr_Hp,Torque_inlb,Thrust_lbf,Pwr_W,Torque_Nm,Thrust_N,Thr_Pwr_gW,Mach,Reyn,FOM
7000.0,73.88,0.5573,0.7843,0.0588,0.0418,3.689,33.215,14.686,2750.835,3.753,65.324,2.422,0.56,275540.0,0.2723
7000.0,77.98,0.5882,0.7999,0.0537,0.0395,3.487,31.4,13.415,2600.501,3.548,59.669,2.34,0.56,276395.0,0.2514
7000.0,82.09,0.6192,0.8126,0.0485,0.0369,3.263,29.379,12.114,2433.129,3.319,53.881,2.258,0.57,277286.0,0.2306
7000.0,86.19,0.6501,0.822,0.0432,0.0341,3.016,27.157,10.787,2249.087,3.068,47.982,2.175,0.57,278214.0,0.2096
7000.0,90.3,0.6811,0.8274,0.0378,0.0311,2.748,24.739,9.441,2048.822,2.795,41.994,2.09,0.57,279177.0,0.1884
7000.0,94.4,0.7121,0.8275,0.0323,0.0278,2.458,22.132,8.08,1832.926,2.5,35.941,2.0,0.57,280176.0,0.1668
7000.0,98.51,0.743,0.8205,0.0269,0.0243,2.149,19.346,6.711,1602.213,2.186,29.852,1.9,0.57,281211.0,0.1444
7000.0,102.61,0.774,0.8026,0.0214,0.0206,1.821,16.394,5.341,1357.743,1.852,23.757,1.784,0.57,282280.0,0.121
7000.0,106.71,0.8049,0.7665,0.0159,0.0167,1.476,13.29,3.976,1100.687,1.502,17.684,1.638,0.57,283382.0,0.0958
7000.0,110.82,0.8359,0.6937,0.0105,0.0126,1.116,10.046,2.619,832.014,1.135,11.651,1.428,0.57,284513.0,0.0678
7000.0,114.92,0.8668,0.5265,0.0051,0.0084,0.74,6.662,1.271,551.727,0.753,5.654,1.045,0.58,285649.0,0.0346
7000.0,119.03,0.8978,-0.1556,-0.0006,0.0036,0.318,2.862,-0.156,237.017,0.323,-0.693,-0.298,0.58,285302.0,0.0
8000.0,0.0,0.0,0.0,0.1065,0.0399,5.26,41.445,34.745,3922.737,4.682,154.547,4.017,0.63,304493.0,0.6948
8000.0,4.71,0.0311,0.0801,0.1061,0.0411,5.424,42.734,34.616,4044.743,4.828,153.973,3.882,0.63,304738.0,0.6701
8000.0,9.42,0.0621,0.1546,0.1056,0.0424,5.596,44.086,34.46,4172.755,4.981,153.277,3.746,0.63,305015.0,0.6451
8000.0,14.12,0.0932,0.2235,0.105,0.0438,5.773,45.482,34.266,4304.841,5.139,152.416,3.61,0.63,305325.0,0.62
8000.0,18.83,0.1243,0.287,0.1043,0.0451,5.952,46.892,34.023,4438.342,5.298,151.335,3.477,0.64,305671.0,0.595
8000.0,23.54,0.1554,0.3453,0.1033,0.0465,6.128,48.278,33.715,4569.528,5.454,149.963,3.347,0.64,306055.0,0.5701
8000.0,28.25,0.1864,0.3987,0.1021,0.0477,6.294,49.589,33.321,4693.567,5.603,148.212,3.22,0.64,306479.0,0.5453
8000.0,32.95,0.2175,0.4476,0.1006,0.0489,6.443,50.762,32.822,4804.622,5.735,145.992,3.098,0.64,306945.0,0.5208
8000.0,37.66,0.2486,0.4924,0.0987,0.0498,6.566,51.734,32.199,4896.568,5.845,143.223,2.983,0.64,307453.0,0.4965
8000.0,42.37,0.2796,0.5336,0.0964,0.0505,6.657,52.446,31.442,4963.992,5.925,139.855,2.873,0.64,308006.0,0.4726
8000.0,47.08,0.3107,0.5716,0.0936,0.0509,6.709,52.857,30.548,5002.849,5.972,135.877,2.77,0.64,308602.0,0.4491
8000.0,51.78,0.3418,0.6066,0.0905,0.051,6.719,52.939,29.52,5010.639,5.981,131.306,2.672,0.64,309243.0,0.426
8000.0,56.49,0.3728,0.6391,0.0869,0.0507,6.687,52.681,28.369,4986.26,5.952,126.184,2.581,0.64,309929.0,0.4032
8000.0,61.2,0.4039,0.6691,0.0831,0.0501,6.611,52.083,27.105,4929.674,5.884,120.561,2.494,0.64,310658.0,0.3809
8000.0,65.91,0.435,0.6968,0.0789,0.0492,6.493,51.152,25.741,4841.524,5.779,114.496,2.411,0.64,311430.0,0.359
8000.0,70.61,0.4661,0.7222,0.0744,0.048,6.333,49.897,24.291,4722.771,5.637,108.045,2.333,0.64,312246.0,0.3373
8000.0,75.32,0.4971,0.7454,0.0698,0.0465,6.134,48.33,22.765,4574.429,5.46,101.259,2.257,0.64,313104.0,0.316
8000.0,80.03,0.5282,0.7663,0.0649,0.0447,5.897,46.46,21.174,4397.421,5.249,94.184,2.184,0.64,314005.0,0.2948
8000.0,84.74,0.5593,0.7848,0.0598,0.0426,5.622,44.295,19.527,4192.529,5.004,86.858,2.113,0.64,314948.0,0.2739
8000.0,89.45,0.5903,0.8008,0.0546,0.0403,5.311,41.843,17.832,3960.44,4.727,79.316,2.042,0.65,315934.0,0.253
8000.0,94.15,0.6214,0.814,0.0493,0.0377,4.964,39.111,16.095,3701.8,4.419,71.59,1.972,0.65,316961.0,0.2321
8000.0,98.86,0.6525,0.8239,0.0439,0.0348,4.583,36.104,14.323,3417.244,4.079,63.71,1.901,0.65,318029.0,0.2111
8000.0,103.57,0.6835,0.83,0.0384,0.0316,4.167,32.832,12.524,3107.511,3.709,55.706,1.828,0.65,319139.0,0.1898
8000.0,108.28,0.7146,0.8309,0.0328,0.0282,3.719,29.304,10.704,2773.566,3.311,47.613,1.751,0.65,320290.0,0.168
8000.0,112.98,0.7457,0.8249,0.0272,0.0246,3.241,25.533,8.873,2416.716,2.885,39.468,1.665,0.65,321482.0,0.1455
8000.0,117.69,0.7768,0.8081,0.0216,0.0207,2.734,21.539,7.04,2038.632,2.433,31.314,1.566,0.65,322713.0,0.1219
8000.0,122.4,0.8078,0.7731,0.016,0.0167,2.201,17.339,5.213,1641.14,1.959,23.187,1.441,0.66,323981.0,0.0965
8000.0,127.11,0.8389,0.7005,0.0104,0.0125,1.644,12.95,3.397,1225.697,1.463,15.111,1.257,0.66,325281.0,0.068
8000.0,131.81,0.87,0.5264,0.0049,0.0081,1.062,8.369,1.591,792.097,0.945,7.076,0.911,0.66,326583.0,0.0337
9000.0,0.0,0.0,0.0,0.1071,0.0412,7.736,54.173,44.213,5768.381,6.12,196.661,3.477,0.71,342527.0,0.6782
9000.0,5.27,0.0309,0.0778,0.1067,0.0424,7.963,55.765,44.08,5937.897,6.3,196.067,3.367,0.71,342800.0,0.6559
9000.0,10.55,0.0619,0.1506,0.1063,0.0437,8.202,57.443,43.918,6116.575,6.49,195.345,3.257,0.71,343108.0,0.6332
9000.0,15.82,0.0928,0.2182,0.1058,0.045,8.451,59.185,43.715,6302.006,6.687,194.445,3.146,0.71,343453.0,0.6103
9000.0,21.1,0.1238,0.2808,0.1052,0.0464,8.704,60.957,43.457,6490.748,6.887,193.299,3.037,0.71,343838.0,0.5873
9000.0,26.37,0.1547,0.3386,0.1044,0.0477,8.955,62.714,43.124,6677.853,7.085,191.818,2.929,0.71,344266.0,0.5643
9000.0,31.64,0.1856,0.3917,0.1034,0.049,9.195,64.393,42.691,6856.615,7.275,189.89,2.824,0.72,344738.0,0.5413
9000.0,36.92,0.2166,0.4406,0.102,0.0501,9.412,65.916,42.129,7018.768,7.447,187.389,2.722,0.72,345256.0,0.5184
9000.0,42.19,0.2475,0.4855,0.1003,0.0511,9.595,67.199,41.412,7155.36,7.592,184.2,2.625,0.72,345823.0,0.4956
9000.0,47.46,0.2785,0.5269,0.0981,0.0518,9.733,68.164,40.522,7258.117,7.701,180.242,2.532,0.72,346440.0,0.4729
9000.0,52.74,0.3094,0.5651,0.0955,0.0523,9.817,68.75,39.452,7320.564,7.767,175.481,2.444,0.72,347106.0,0.4504
9000.0,58.01,0.3403,0.6005,0.0925,0.0524,9.841,68.918,38.202,7338.423,7.786,169.924,2.361,0.72,347822.0,0.4282
9000.0,63.29,0.3713,0.6332,0.0891,0.0522,9.802,68.647,36.783,7309.573,7.756,163.613,2.282,0.72,348589.0,0.4061
9000.0,68.56,0.4022,0.6636,0.0853,0.0517,9.7,67.934,35.21,7233.603,7.675,156.612,2.208,0.72,349405.0,0.3843
9000.0,73.83,0.4332,0.6916,0.0811,0.0508,9.536,66.784,33.498,7111.225,7.545,148.997,2.137,0.72,350270.0,0.3628
9000.0,79.11,0.4641,0.7173,0.0767,0.0496,9.312,65.211,31.665,6943.715,7.368,140.845,2.068,0.72,351183.0,0.3415
9000.0,84.38,0.495,0.7409,0.072,0.0481,9.028,63.227,29.727,6732.465,7.143,132.228,2.003,0.72,352145.0,0.3204
9000.0,89.65,0.526,0.7622,0.0671,0.0463,8.688,60.845,27.7,6478.79,6.874,123.21,1.939,0.72,353154.0,0.2994
9000.0,94.93,0.5569,0.7813,0.062,0.0442,8.293,58.074,25.595,6183.804,6.561,113.847,1.877,0.73,354210.0,0.2787
9000.0,100.2,0.5878,0.798,0.0567,0.0418,7.843,54.925,23.423,5848.485,6.205,104.187,1.817,0.73,355313.0,0.2579
9000.0,105.48,0.6188,0.812,0.0513,0.0391,7.341,51.407,21.194,5473.864,5.808,94.271,1.756,0.73,356462.0,0.2372
9000.0,110.75,0.6497,0.8231,0.0458,0.0362,6.787,47.53,18.917,5060.995,5.37,84.141,1.695,0.73,357658.0,0.2163
9000.0,116.02,0.6807,0.8306,0.0402,0.0329,6.184,43.304,16.6,4611.038,4.892,73.837,1.633,0.73,358900.0,0.1952
9000.0,121.3,0.7116,0.8334,0.0345,0.0295,5.532,38.743,14.255,4125.414,4.377,63.404,1.567,0.73,360187.0,0.1736
9000.0,126.57,0.7425,0.8299,0.0288,0.0258,4.836,33.865,11.891,3605.993,3.826,52.89,1.496,0.73,361519.0,0.1513
9000.0,131.84,0.7735,0.817,0.0231,0.0218,4.097,28.692,9.521,3055.178,3.242,42.349,1.413,0.74,362895.0,0.128
9000.0,137.12,0.8044,0.7881,0.0173,0.0177,3.32,23.25,7.156,2475.665,2.627,31.83,1.311,0.74,364314.0,0.1029
9000.0,142.39,0.8354,0.7274,0.0116,0.0134,2.507,17.56,4.804,1869.818,1.984,21.366,1.165,0.74,365769.0,0.0749
9000.0,147.67,0.8663,0.584,0.006,0.0088,1.661,11.629,2.463,1238.288,1.314,10.956,0.902,0.74,367236.0,0.0415
9000.0,152.94,0.8972,-0.0031,0.0,0.0038,0.723,5.06,-0.005,538.829,0.572,-0.024,-0.005,0.74,367965.0,0.0
10000.0,0.0,0.0,0.0,0.1075,0.0457,11.774,74.21,54.809,8779.859,8.384,243.792,2.831,0.79,380550.0,0.615
10000.0,5.88,0.0311,0.071,0.1072,0.0469,12.073,76.094,54.68,9002.786,8.597,243.214,2.755,0.79,380853.0,0.5976
10000.0,11.77,0.0621,0.1381,0.1069,0.0481,12.389,78.083,54.522,9238.139,8.822,242.514,2.677,0.79,381195.0,0.5799
10000.0,17.65,0.0932,0.201,0.1065,0.0494,12.717,80.15,54.325,9482.695,9.055,241.637,2.598,0.79,381578.0,0.5619
10000.0,23.53,0.1242,0.26,0.106,0.0507,13.051,82.255,54.07,9731.763,9.293,240.504,2.52,0.79,382006.0,0.5437
10000.0,29.41,0.1553,0.3149,0.1054,0.052,13.381,84.34,53.734,9978.415,9.529,239.009,2.442,0.79,382480.0,0.5253
10000.0,35.3,0.1864,0.3662,0.1045,0.0532,13.696,86.323,53.285,10213.027,9.753,237.011,2.366,0.79,383005.0,0.5068
10000.0,41.18,0.2174,0.4139,0.1033,0.0543,13.978,88.1,52.685,10423.27,9.953,234.344,2.293,0.8,383582.0,0.4882
10000.0,47.06,0.2485,0.4584,0.1018,0.0552,14.209,89.554,51.898,10595.32,10.118,230.842,2.222,0.8,384213.0,0.4696
10000.0,52.94,0.2795,0.5,0.0998,0.0558,14.371,90.575,50.894,10716.13,10.233,226.376,2.154,0.8,384900.0,0.4509
10000.0,58.83,0.3106,0.539,0.0974,0.0561,14.45,91.076,49.656,10775.403,10.29,220.872,2.09,0.8,385644.0,0.4321
10000.0,64.71,0.3417,0.5758,0.0945,0.0561,14.438,91.002,48.182,10766.661,10.281,214.312,2.03,0.8,386446.0,0.4134
10000.0,70.59,0.3727,0.6104,0.0912,0.0557,14.332,90.332,46.477,10687.366,10.206,206.729,1.972,0.8,387304.0,0.3945
10000.0,76.47,0.4038,0.6429,0.0874,0.0549,14.132,89.072,44.558,10538.268,10.063,198.195,1.918,0.8,388219.0,0.3756
10000.0,82.36,0.4348,0.6734,0.0832,0.0538,13.842,87.245,42.447,10322.138,9.857,188.806,1.865,0.8,389190.0,0.3565
10000.0,88.24,0.4659,0.7018,0.0788,0.0523,13.468,84.884,40.167,10042.805,9.59,178.665,1.814,0.8,390215.0,0.3373
10000.0,94.12,0.497,0.7279,0.074,0.0505,13.013,82.021,37.741,9704.081,9.267,167.873,1.764,0.8,391294.0,0.3179
10000.0,100.0,0.528,0.7517,0.069,0.0485,12.484,78.683,35.189,9309.076,8.89,156.522,1.715,0.8,392427.0,0.2984
10000.0,105.89,0.5591,0.773,0.0638,0.0461,11.882,74.887,32.529,8860.045,8.461,144.691,1.665,0.81,393613.0,0.2786
10000.0,111.77,0.5901,0.7918,0.0584,0.0435,11.209,70.647,29.777,8358.396,7.982,132.449,1.616,0.81,394852.0,0.2587
10000.0,117.65,0.6212,0.8077,0.0528,0.0406,10.466,65.968,26.946,7804.842,7.453,119.854,1.566,0.81,396142.0,0.2385
10000.0,123.53,0.6523,0.8204,0.0472,0.0375,9.655,60.856,24.047,7200.003,6.875,106.96,1.515,0.81,397483.0,0.2179
10000.0,129.42,0.6833,0.8294,0.0414,0.0341,8.777,55.318,21.094,6544.82,6.25,93.824,1.462,0.81,398876.0,0.197
10000.0,135.3,0.7144,0.8335,0.0355,0.0304,7.834,49.375,18.099,5841.693,5.578,80.505,1.405,0.81,400320.0,0.1754
10000.0,141.18,0.7454,0.8307,0.0296,0.0265,6.833,43.066,15.078,5095.175,4.866,67.066,1.342,0.82,401814.0,0.1529
10000.0,147.06,0.7765,0.8177,0.0236,0.0224,5.776,36.407,12.045,4307.392,4.113,53.577,1.268,0.82,403356.0,0.1291
10000.0,152.95,0.8076,0.7873,0.0177,0.0181,4.67,29.437,9.016,3482.714,3.326,40.102,1.174,0.82,404946.0,0.1034
10000.0,158.83,0.8386,0.7212,0.0118,0.0137,3.522,22.199,5.997,2626.435,2.508,26.677,1.036,0.82,406575.0,0.0744
10000.0,164.71,0.8697,0.5622,0.0059,0.0091,2.335,14.716,2.989,1741.099,1.663,13.294,0.779,0.82,408215.0,0.0395
10000.0,170.59,0.9007,-0.1024,-0.0004,0.0038,0.983,6.194,-0.221,732.809,0.7,-0.984,-0.137,0.83,408187.0,0.0
11000.0,0.0,0.0,0.0,0.1073,0.0552,18.919,108.404,66.202,14107.965,12.247,294.466,2.128,0.87,418595.0,0.5081
11000.0,6.49,0.0311,0.0591,0.1071,0.0564,19.331,110.766,66.091,14415.448,12.514,293.972,2.079,0.87,418924.0,0.496
11000.0,12.97,0.0623,0.1154,0.1069,0.0577,19.766,113.255,65.956,14739.325,12.795,293.374,2.03,0.87,419295.0,0.4836
11000.0,19.46,0.0934,0.1688,0.1066,0.059,20.216,115.834,65.786,15074.962,13.087,292.618,1.979,0.87,419711.0,0.471
11000.0,25.94,0.1245,0.2194,0.1063,0.0603,20.673,118.452,65.563,15415.74,13.383,291.623,1.929,0.87,420177.0,0.4582
11000.0,32.43,0.1557,0.2672,0.1058,0.0616,21.124,121.036,65.259,15751.933,13.675,290.272,1.879,0.87,420694.0,0.4454
11000.0,38.92,0.1868,0.3122,0.1051,0.0629,21.55,123.476,64.84,16069.564,13.95,288.407,1.83,0.87,421267.0,0.4323
11000.0,45.4,0.2179,0.3548,0.1042,0.064,21.926,125.631,64.259,16350.053,14.194,285.826,1.783,0.87,421897.0,0.4192
11000.0,51.89,0.2491,0.3952,0.1029,0.0648,22.222,127.331,63.47,16571.211,14.386,282.313,1.737,0.88,422587.0,0.406
11000.0,58.37,0.2802,0.4336,0.1012,0.0654,22.409,128.399,62.428,16710.174,14.506,277.678,1.694,0.88,423340.0,0.3928
11000.0,64.86,0.3113,0.4706,0.099,0.0655,22.458,128.682,61.102,16747.07,14.538,271.78,1.655,0.88,424157.0,0.3795
11000.0,71.35,0.3425,0.5062,0.0964,0.0652,22.352,128.075,59.475,16668.064,14.47,264.543,1.618,0.88,425038.0,0.3662
11000.0,77.83,0.3736,0.5408,0.0933,0.0644,22.083,126.534,57.545,16467.541,14.296,255.958,1.585,0.88,425984.0,0.3527
11000.0,84.32,0.4047,0.5744,0.0897,0.0632,21.655,124.078,55.325,16147.93,14.018,246.085,1.554,0.88,426995.0,0.3391
11000.0,90.81,0.4359,0.607,0.0856,0.0615,21.077,120.766,52.838,15716.817,13.644,235.024,1.525,0.88,428069.0,0.3252
11000.0,97.29,0.467,0.6384,0.0812,0.0594,20.364,116.685,50.113,15185.703,13.183,222.904,1.497,0.88,429205.0,0.3109
11000.0,103.78,0.4981,0.6684,0.0765,0.057,19.534,111.926,47.181,14566.403,12.645,209.859,1.469,0.88,430402.0,0.2961
11000.0,110.26,0.5293,0.6966,0.0714,0.0543,18.599,106.572,44.069,13869.591,12.04,196.019,1.441,0.88,431659.0,0.2807
11000.0,116.75,0.5604,0.7229,0.0661,0.0513,17.572,100.687,40.804,13103.698,11.376,181.496,1.412,0.89,432975.0,0.2647
11000.0,123.24,0.5915,0.7468,0.0606,0.048,16.46,94.316,37.408,12274.556,10.656,166.39,1.382,0.89,434349.0,0.248
11000.0,129.72,0.6227,0.768,0.0549,0.0445,15.269,87.487,33.9,11385.862,9.884,150.785,1.35,0.89,435780.0,0.2307
11000.0,136.21,0.6538,0.786,0.0491,0.0408,14.0,80.218,30.297,10439.789,9.063,134.759,1.316,0.89,437267.0,0.2126
11000.0,142.69,0.6849,0.8002,0.0431,0.0369,12.656,72.518,26.616,9437.714,8.193,118.386,1.279,0.89,438811.0,0.1936
11000.0,149.18,0.7161,0.8095,0.0371,0.0328,11.24,64.406,22.874,8381.929,7.277,101.744,1.238,0.9,440411.0,0.1737
11000.0,155.67,0.7472,0.8101,0.0309,0.0285,9.78,56.041,19.087,7293.292,6.331,84.898,1.187,0.9,442066.0,0.1521
11000.0,162.15,0.7783,0.7923,0.0247,0.0243,8.33,47.732,15.264,6211.978,5.393,67.896,1.115,0.9,443774.0,0.1278
11000.0,168.64,0.8095,0.7473,0.0185,0.0201,6.877,39.404,11.429,5128.208,4.452,50.834,1.011,0.9,445534.0,0.1003
11000.0,175.12,0.8406,0.6571,0.0123,0.0158,5.399,30.937,7.597,4026.281,3.495,33.792,0.856,0.9,447338.0,0.0692
11000.0,181.61,0.8717,0.4669,0.0061,0.0114,3.909,22.396,3.768,2914.65,2.53,16.762,0.586,0.91,449155.0,0.0334
11000.0,188.1,0.9029,-0.0733,-0.0005,0.0063,2.162,12.39,-0.316,1612.503,1.4,-1.405,-0.089,0.91,449583.0,0.0
